title,url,source_name,date_found
"Serbia, Israel strengthen cooperation in innovation, science - srbija.gov.rs",https://news.google.com/rss/articles/CBMipgFBVV95cUxNRWNGNFBZOTgteVhPeVhMMXpnaW01cHNvcU5HMjlXbkx5c2RFQ1YzdG4tenI5UnVjVHhmZTZ2aFpaLUlPMnFSRnFNLUhpa3NWWVVtU2pfaG40SXNaeS10MnRtbUlQT0dsNE81aU1aajVKekNYcjJfNjhzYzVRdHJtXzk1eHBLcjFRUDI2cVVUSl9yZ1VKZnc1Y2dKcnNqSk1MaWhtZkln?oc=5,srbija.gov.rs,2025-02-09
Vučić: Talks with professors and university representatives should begin as soon as possible - Vijesti.me,https://news.google.com/rss/articles/CBMi3AFBVV95cUxNRDQ2MFlRU0cxVlVGbXlWbDFmNjFoblkwd0JzZGsxWXRpVWZFaHhKeXdwejVWOGt3Mk9lelpyVnVGUXVJWXZmMmFKQVhYNks4WnEza2hlWVJEMGFQY05IX2Y5Rl81Wm9qakVfQnlYTUtPRkZSNzE3X19sYnp4cGpydXROSGdUeWZjZmFXY1dWNGV2X2xVemJQcnp4X1NNekIzLXVVeWJ6SzFrMldCeWcyQ0IycUVxTW9sZXNUUk5yTExhaEp0aTROZkkweE9obHRWVkJKQXBsMDg4clg50gHOAUFVX3lxTFA1QnpLX29HTms0cGVmSF9HZDVtbjBldGplV0RNc1FqQ3ZkMnU3M3NtY3Y5YnpBMDNkSTg2M1NYd0dDbnpRQjBPRzFQZHdKVTNaRWQybHVrc1hiaTJuRmNpaWRNMEtKQnRDeE5WV28yVTZvWlBZa0ZWb3lMcjhOcmZsa05lbEZSU1NQSUhjcnNTcWYySEhVUmRXazRYdUVSMGNXcFJiTjZuemFaNTQyQk45Z1M1QWhPWGdnUkZSTXlnSVpRekhqeXYxSFpDVU1B?oc=5,Vijesti.me,2025-02-02
Serbian PM resigns over contracting scandal - The Mandarin,https://news.google.com/rss/articles/CBMiigFBVV95cUxPdVI2WEF6OWY4SEpZTmNaaFhqS2JBRkQzd3VPcjNkNGtvQXA0ZHRkUERYMUFaV0VjOWhMSVB4YXZYcGRUNkRCYktpd1k4a2JKeXByN0tlWEp5QkRvME5zVHl3dmc3MkhleDBvci1aLWZwTGttNmVoM1JUYjRPNWtHTVl2UGQ0dWtPSlE?oc=5,The Mandarin,2025-02-03
"Serbia celebrates Statehood Day, with members of the Montenegrin Government, MPs and municipal leaders also attending the ceremony - Vijesti.me",https://news.google.com/rss/articles/CBMi1wFBVV95cUxQTnN0NTM0akwtZzFrMVh4UEVaUHVrZjNET1VBU0wzc3MwMnQ5YldJdlRzNlZ6UjJSOEdNUUMtU1ZXZG4xSTN1d2M5cmFNSXVXY3h0blV0My12R1RWS2U5M2N6eXFjeVU0ajcyTFV3QllsOUFoR19SOU1fQ0IzOExCYTlpbUs4N2xzMmVoV0VsQ1FGNDBlTWNqUmpKem1pMDdQd2VNZUx4b2NNeUhvWE9FNUU2ZDJyX05ROXUxbWRwRXN6X3FHV1I0QUJmaGJsSzNaSWttV0VIQdIBxwFBVV95cUxPc3o3WnhuUDdwZ1o5WHdjTG1JVmx3WXdmOHAtQXNEeVZuQnVHLTVzdmV4Vkg5S2psbkFSY0xhY3JCQ3B6R0luOVlQNGtfTzQ3R0ZONF9QLUdOdU1oWkNjM1ZHVm1BOFV5d21WaFg1TGNFVTM1aEduZ2ZHZTJzbVVGWHFHODBsQW1CajN4NjBjNHE4Qm9zaG1TUlZPNlRnMmkxWHJ1R19rNTgxclBkTC1WOVhkRkdhYVRyeTYybE9KLTRiRzM1ejFz?oc=5,Vijesti.me,2025-02-15
Dačić: SPS against early elections in Serbia - Vijesti.me,https://news.google.com/rss/articles/CBMikAFBVV95cUxQcVl6cUVJUF9qRndfb0hDaHYtQnVJelJhQnB4UE0wTW1DLUdlaExXSFhka1ZBN19jUnRKcjI1cllWZzNnZ2RmcEtSc0RsVkxXZVRxNWt6QzJjWXlIXzZQWFphemx3SmNFTV9ORVFkTW1ERHVWbkpKcldVRVFCdWx2eU50OTVBa2ExbWZoWGh1TWjSAYIBQVVfeXFMTXB3eFR4Vm1HWDdScUxONDdCT29SOVZJakdWNlNUMGdBZGFiV1VUTXNIYkVYSE1mUkFtYjlkckgxX1VhZ3dNYklESlFwWHotODNnYV8zVHNRbXBhUDdfUTk5UzF1VkV2Wks5djdKMGsxelZRQlB6MTlYUk9wazBEMFpwdw?oc=5,Vijesti.me,2025-02-01
EAM Jaishankar extends greetings to Serbia on Statehood day - Lokmat Times,https://news.google.com/rss/articles/CBMipAFBVV95cUxQbkRDakh6SV9JaXk2NENhcEtnd3NMYUlkSmlMcEdXTVRrSlVJSTVad3RkcEstaEFSZ0NlMjZBb3RSNEl4MGxoZjI3VkgxSTlqdGVraDZFUjVVeVcwS01JWDdlMExKXzZTVmV5dHdMOGxsd2dRN0RwTmo5cDZHZ200VjRpMWcwalFBMmVNMEpKUE5JbXZnWnphVXZDR0JXRW1lVEhjZdIBqgFBVV95cUxNTmpIWXNHRnNoTmpwRXV1VVh0cHNVdnFNNENNdE5XaTY4ek5WVW1HUmtaN2dtZ19IWl9FblBmSGQ4aV9iclREeXhQX0d1NkZEU2xsaHlkRU80dW1WdllfUFlJVEtkdUpjX05tNFZwSFJWZVRDY0N3MzhSazZEVUhHY3JaQ2FGWC1xX3lBbXFBT1IxVFU4dTVWeDloV1JSelg4NWl4cjN2VlVsQQ?oc=5,Lokmat Times,2025-02-15
Resumption of Pristina-Belgrade Dialogue: Analysts Say It Depends on Kosovo’s New Government - euronews.al,https://news.google.com/rss/articles/CBMitAFBVV95cUxPUkxJQklFRmNuMlBBTlFucVRIM28yOHgxRHB2QkJ3aTB1aWZTcnpmbWxGUnpPTXlHYVpfYTlyWDJIMFJmZUVQSllPQ2NONUpCOURNMTVQRnlQQXBaTUVjRHRhOGROMHNsejZTdk5SQTFwMWd2ZnNTTHYyc3I0OGhIbklTM2lqNGVaWUVWSXdpaGhHdTFUdFlnckNkTUl6empmZGhwbXpFUzFLSGdqemotYTBxa3A?oc=5,euronews.al,2025-02-16
Jail for Vucic: Actors join anti-government protests in Serbia ᐉ News from Fakti.bg - World - Факти,https://news.google.com/rss/articles/CBMimgFBVV95cUxPTzZGYk05RlFnX2kyeHVUQ1k2THFILW5NNVBaOXJoMVF4bHNaNUZqU3BmaUhlVVI4Uk96bjZfYWFXcjhaRVFKbGlPN3duT3ljaGUtQmktcGV0UUdBMWVXdUs2WXZfdk1QcnFWbUhLZ0ZtdkdtZ1psNlowcmdRSVZQZ0JNOVRpSl9nTDIzSkVzTnczdWh2dmxZTDZn?oc=5,Факти,2025-02-12
Vucic opponents occupy three Danube bridges - blue News,https://news.google.com/rss/articles/CBMikAFBVV95cUxORmplZHU4MnQ5cF8xV1BpQlBBRG41ZDFPbnpEaWRwTmVZS3lndHVsM2p5WFNIa29uZndDZ1RDM3JmNEhQVkNacnBMU3hXYU94ZjhHeWVvd1Foc3pQNnVmcF93SHZVRVpxVk55OFVybEhVeGhvSGg5RWlJb013YUxDRzBzb2VESTNocW5hT3pVdmw?oc=5,blue News,2025-02-01
"Aleksandar Vučić: There will be no compromise with the legal status of Serbia, we will not be destabilized by foreigners - Факти",https://news.google.com/rss/articles/CBMi5AFBVV95cUxNbDd4ZG5oQTVEY0hvMEVONnY3Wk5DOHM5THB5NmlVZDQ1MVh4T01GSElhOXNySnZ0ZWxNYVFTVHBhLWtEVmFoRHhKQjJrREpZTW9QNDJ1aGlGQmVMTkctaE1RUDRzMHFtVndSRm01YkJzaEU3U0VOdWJLLTBrNjJjeWNseVd3WkFpQkRvMjJKTzJmaXlIWFRoZEFzREZBVGNxREhEUVIwNmxmcTlWdUpJUWUyUzliWmItYl9aS25CLXVVaTNFZWhrTVJPTlJaOXNpSnlobHoydUNpRi1BVXMzQXU2X2o?oc=5,Факти,2025-02-01
Serbs may vote in early parliamentary elections in May ᐉ News from Fakti.bg - World - Факти,https://news.google.com/rss/articles/CBMikAFBVV95cUxQbmZWbF9BTllHbzlRWGZmZVNwbEZpTHcwVzJYNllOQjNhSURwdndpeWpWOHZGeUdYNnYxZ25FUXU2d19WS0t3dWxGZnFObDJPcEQ1bXlKQzl1ZmxQRjJjcERwakItd0w1VmIxZGVUYTZkbUFRYW1GZkwxRUh2UlhldmlMZnlZanlNSDBUb2VmTmk?oc=5,Факти,2025-02-07
Continuation of socio-economic dialogue important for Serbia’s economic development - srbija.gov.rs,https://news.google.com/rss/articles/CBMixgFBVV95cUxOWWcwbjNIem9WRmdEZmgycnJRR25QOFBPcHdlYnNvdlZDQTJyN2NkeE1kRTR6YmJFaXFsbEFSV1lmcy1QV2dMSXVTWmJUcTUxaVBzalJoYkpVTFlYanEyMTFWOHExQ3RKcFd0Q0VKd1EydVQ5ZTVEUXZLa3JqUVNGclFTTTZEYnM2YUN6WnZzcVozX0xpVHFiUnliQW9wQjJGbGhGcG5URVZhTU1OdURVREFWeG9GcW83UUpzSFNXX0VMZUJLU0E?oc=5,srbija.gov.rs,2025-02-11
Government accepts changes to Collective Agreement for EDS employees - srbija.gov.rs,https://news.google.com/rss/articles/CBMiswFBVV95cUxNRG5kNkptQksxaEhwbHdNbHk0anBXcjItM3RCTU1IR3IwQWg1N0RyNlgzSExEWlRTdTNZcWNXR1NfSm5pRnFHRGktVDZHTVJPYUFhSG53U1QyNjNJRnpObGx6QWtXdE5lR2JKV3J6cDVwUC16SE41UDdmWDRmNTVKQXJYZmFDRlVwQjZSaXhQTldxclJiWDBteHpwVzl3NjY5YTBQY3g4NHpiaGRjYWlSZGVkTQ?oc=5,srbija.gov.rs,2025-02-10
Kosovo Ministers Assist the Serbian Government in Artana - Telegrafi,https://news.google.com/rss/articles/CBMihAFBVV95cUxQbDd5WmdKc3l1Q3dJbm4waDB2Rm5ZRE04aHdEdFl6cFZpNXBhTDRGRHlMS2hLb1BjMFB3a2lQc2gzeDExNjFPUmZaeEJzSFZkbS1FZmJwVXpIdEd4UGt0YWZvZjJnVXJOS0EzOVRHREhyVkFLYUg1b2thNkxfbGp5azNJbUnSAYoBQVVfeXFMTjhxWnVheTM4RU5ya2ZZNFR3MFJQT1dNMjNtZXdMVjU3UUNyUUd2YWJ4Q2JGYzl5T3FGMzFaQ1hFVGFqaldHbWlKZk93S0VUX2NTNjhmZTVFTkpTekxCUktnbjc4T3piX0JhOEl5X2ZCYkdXUGxxYVF4Q0tvSFFGY09NUVBFOV9vS0Rn?oc=5,Telegrafi,2025-02-08
Serbia's Youth Rise: Protests Ignite Against Government After Tragedy - Devdiscourse,https://news.google.com/rss/articles/CBMivwFBVV95cUxOa0dwazYybEVKNEhuR0JaSUV4NEVYanIxb1VKLVJ2OTZUTC1BTHNvUXdleWx6b2pYc1I0NnQybEJvVUZibnBkVS0zOWttazR2bmZLSXRQeTY1M1R6dFJ4NzdCU0hMd0lQNUNLX2prb2pDdHhRZ3A5ODlRTTJySXhCQnFVRHpBWHlmbjdDazNlQ21qa2lqbkU1SXB1X3RFaWJmel82RXg4MDB6UlhuM0oyZDhJbXV0MHMxV2pRMm9Ka9IBxAFBVV95cUxNZkxseE4xY0ozVldiZlowbnhqek5VQnNoaDl0dWxlSWtrVG52VENYbG1JakEwLXNMblY0dFhiclZRY2RwaVNfaldlR3EtcEVETGYtc01wcnhBeGVjT2xOdHFrQU5Pak5zOURNQWJQVTZ3VG1tYjRGUGJ6SVMzNjhmWFk2WHVUWnM2aG14MEJmWDR4QS1vNlFQNDhUejYyMW5raXd5Uy1RQ0lsYzh2Vk5JbzA1d3Q1QWg0SnBpWkN3aFZERUpO?oc=5,Devdiscourse,2025-02-15
Serbia: Anti-government protests refuse to stop - ProtoThema,https://news.google.com/rss/articles/CBMiiwFBVV95cUxOLW1VbGlaN1lobkduNUNrUENWT3B5QVNZWGVRZWp2dUtZRlg3UE5pVFBDOWw0aWpGSldOWWxhS0lPTDZScmplMW1DQXNIbXk1cENnWGRORUhFcXhQUXpyMGNXaUdIbFAxOU9YU3J6TGhPbGxPU3BuNTJRVkRURkR2TGp6WllQa3VPSndR?oc=5,ProtoThema,2025-02-06
